date,company,email,persona,cv,subject,status
2026-07-16,TRACCS,faisal.alabdali@traccs.net,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in TRACCS,sent
2026-07-16,W7Worldwide,info@w7worldwide.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in W7Worldwide,sent
2026-07-16,MPR (Middle East Public Relations),business@mpr.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in MPR (Middle East Public Relations),sent
2026-07-16,Jummar PR,amr@jummar.co,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Jummar PR,sent
2026-07-16,PR Arabia,contact@prarabia.me,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in PR Arabia,sent
2026-07-16,Riyadh Exhibitions Company (REC),info@recexpo.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Riyadh Exhibitions Company (REC),sent
2026-07-16,1st Arabia Tradeshows & Conferences,info@1starabia.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in 1st Arabia Tradeshows & Conferences,sent
2026-07-16,Al-Harithy Company for Exhibitions (ACE),ace@acexpos.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al-Harithy Company for Exhibitions (ACE),sent
2026-07-16,Dhahran Expo (DIEC),info@diec.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Dhahran Expo (DIEC),sent
2026-07-16,Exhibition Services (Al Smari Group),sales@exhibitionservices.net,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Exhibition Services (Al Smari Group),sent
2026-07-16,Prolines,info@prolines.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Prolines,sent
2026-07-16,Eventfull,info@eventfull.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Eventfull,sent
2026-07-16,EVEX,info@evex.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in EVEX,sent
2026-07-16,Saudi Event Management,infosaudieventmanagement@gmail.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Saudi Event Management,sent
2026-07-16,Andalusia Group (Hospitals & Clinics),alw-jobs@andalusiagroup.net,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Andalusia Group (Hospitals & Clinics),sent
2026-07-17,United Pharmacy,hr@unitedpharmacy.sa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in United Pharmacy,sent
2026-07-17,Stars Smile Dental Clinics,Jobs@starssmile.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Stars Smile Dental Clinics,sent
2026-07-17,Enfield Royal Saudia (aesthetic clinic),info@enfieldroyalsaudia.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Enfield Royal Saudia (aesthetic clinic),sent
2026-07-17,The First Clinic,info@tfc.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in The First Clinic,sent
2026-07-17,Arabian Oud,recruitment@arabianoud.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Arabian Oud,sent
2026-07-17,Nutrition & Diet Center (NDC),careers@dietcenter.com.sa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Nutrition & Diet Center (NDC),sent
2026-07-17,Fitness First KSA (Landmark Arabia),FF.HR@fitnessfirst-me.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Fitness First KSA (Landmark Arabia),sent
2026-07-17,"Whites (Global Health Care Co. / GHC, also Kunooz Pharmacies)",jobs@ghc.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,"Senior Digital Marketing Manager — interest in Whites (Global Health Care Co. / GHC, also Kunooz Pharmacies)",sent
2026-07-17,Jamjoom Pharma,info@jamjoompharma.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Jamjoom Pharma,sent
2026-07-17,Body Masters,corporate@bodymasters.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Body Masters,sent
2026-07-17,BEC Arabia,info@becarabia.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in BEC Arabia,sent
2026-07-17,RTCC (Al Rashid Trading & Contracting Co.),info@rtcc.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in RTCC (Al Rashid Trading & Contracting Co.),sent
2026-07-17,Azad Properties,info@azad.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Azad Properties,sent
2026-07-17,Jabal Omar Development Company (JODC),info@jodc.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Jabal Omar Development Company (JODC),sent
2026-07-17,Rafal Real Estate Development,info@rafal.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Rafal Real Estate Development,sent
2026-07-17,Jenan Real Estate Company,info@jenan.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Jenan Real Estate Company,sent
2026-07-17,IFAS (Integrated Facility & Asset Services),info@ifas-ksa.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in IFAS (Integrated Facility & Asset Services),sent
2026-07-18,Zahran Holding (Zahran Operation & Maintenance),jobs@zahrang.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Zahran Holding (Zahran Operation & Maintenance),sent
2026-07-18,Muheel Services,recruitment@muheel.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Muheel Services,sent
2026-07-18,Al Hajry Overseas,info@alhajry-overseas.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Hajry Overseas,sent
2026-07-18,SIYANCO (Saudi Maintenance Company),info@siyanco.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in SIYANCO (Saudi Maintenance Company),sent
2026-07-18,Rize (Al-Alou Financial Company),support@rize.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Rize (Al-Alou Financial Company),sent
2026-07-18,Darent,info@darent.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Darent,sent
2026-07-18,Riyadh Food Industries Co. (Riyadh Foods),info@riyadhfoods.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Riyadh Food Industries Co. (Riyadh Foods),sent
2026-07-18,Saudi Ceramics Company,info@saudiceramics.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Saudi Ceramics Company,sent
2026-07-18,Al Faisaliah Group (AFG),afg@afg.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Faisaliah Group (AFG),sent
2026-07-18,Saudi Modern Company,info@saudimodern.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Saudi Modern Company,sent
2026-07-18,Kingdom Holding Company,careers@kingdom.com.sa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Kingdom Holding Company,sent
2026-07-18,AlJammaz Group,info@aljammaz.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in AlJammaz Group,sent
2026-07-18,Astra Industrial Group,riyadh@astra.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Astra Industrial Group,sent
2026-07-18,Al-Khaleej Training and Education,investor.relations@alkhaleej.com.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al-Khaleej Training and Education,sent
2026-07-18,Caffeine Lab Coffee Roasters,careers@caffeinelab.me,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Caffeine Lab Coffee Roasters,sent
2026-07-18,Hadya Group,info@hadya.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Hadya Group,sent
2026-07-18,Savola Group (Savola World),info@savolaworld.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Savola Group (Savola World),sent
2026-07-19,International Medical Center (IMC),IMCinfo@imc.med.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in International Medical Center (IMC),sent
2026-07-19,Zahid Group,info@zahid.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Zahid Group,sent
2026-07-19,Attieh Steel (Attieh Group),info@attiehgroup.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Attieh Steel (Attieh Group),sent
2026-07-19,Badr Bugshan Group,info@badrbugshan.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Badr Bugshan Group,sent
2026-07-19,JESCO (Jubail Energy Services Company),recruitment@jesco.com.sa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in JESCO (Jubail Energy Services Company),sent
2026-07-19,Petrochem (Petrochemical Conversion Company),jobs@petrocheme.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Petrochem (Petrochemical Conversion Company),sent
2026-07-19,Al-Hoty Company (AHC),admin@al-hoty.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al-Hoty Company (AHC),sent
2026-07-19,BoldTarget General Contracting,info@boldtarget.sa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in BoldTarget General Contracting,sent
2026-07-19,Zamil Inspection & Technical Services,recruitments@zamil.sa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Zamil Inspection & Technical Services,sent
2026-07-19,Transgulf Readymix Concrete,recruitment@tgrmcc.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Transgulf Readymix Concrete,sent
2026-07-19,Harbico,career@harbico.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Harbico,sent
2026-07-19,Takara Saudi,hrd@takarasaudi.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Takara Saudi,sent
2026-07-19,Zamil O&M,jobs@zamil-om.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Zamil O&M,sent
2026-07-19,Khobar Contractors Company (KCC),info@khobarcontractors.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Khobar Contractors Company (KCC),sent
2026-07-19,Al Tazaj Fakieh BBQ Chicken,careers@taza.com.sa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Tazaj Fakieh BBQ Chicken,sent
2026-07-19,Daily Food Company (Maestro Pizza),careers@dailyfoodsa.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Daily Food Company (Maestro Pizza),sent
2026-08-02,GroupM Riyadh,careers@groupm.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in GroupM Riyadh,sent
2026-08-02,VML MENA,careers@vml.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in VML MENA,sent
2026-08-02,Almarai,hr@almarai.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Almarai,sent
2026-08-02,Digital of Things,contact@digitalofthings.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Digital of Things,sent
2026-08-02,Verge Film Productions,careers@verge.productions,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Verge Film Productions,sent
2026-08-02,Gloria Hotels & Resorts,gloria.management@gloria-hotels.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Gloria Hotels & Resorts,sent
2026-08-02,Park Regis Kris Kin Hotel Dubai,prkkcareers@parkregishotels.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Park Regis Kris Kin Hotel Dubai,sent
2026-08-02,Nehal Hotel,careers@nehalhotel.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Nehal Hotel,sent
2026-08-02,Orient Planet Group,hr@orientplanet.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Orient Planet Group,sent
2026-08-02,Element 8,careers@element8.ae,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Element 8,sent
2026-08-02,Centric DXB,careers@centricdxb.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Centric DXB,sent
2026-08-02,Global Media Insight,liz@globalmedia.ae,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Global Media Insight,sent
2026-08-02,GTECH (gtechme.com),gtech@jobs.workablemail.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in GTECH (gtechme.com),sent
2026-08-02,DRE Real Estate (drehomes.com),newcareer@drehomes.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in DRE Real Estate (drehomes.com),sent
2026-08-02,Betterhomes,oliver.wilson@bhomes.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Betterhomes,sent
2026-08-02,Al Maya Group,hr@almaya.ae,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Maya Group,sent
2026-08-02,Hunter Foods,careers@hunterfoods.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Hunter Foods,sent
2026-08-03,Marina Mall Abu Dhabi,Mycareer@marinamall.ae,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Marina Mall Abu Dhabi,sent
2026-08-03,Line Investments & Property (Lulu Group - Madinat Zayed Mall),hr@lineinvestments.ae,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Line Investments & Property (Lulu Group - Madinat Zayed Mall),sent
2026-08-03,Ezdan Hotels & Suites,careers@ezdanhotels.qa,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Ezdan Hotels & Suites,sent
2026-08-03,Ramada Encore by Wyndham Doha,hrm@ramadaencoredoha.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Ramada Encore by Wyndham Doha,sent
2026-08-03,Banyan Tree Doha at La Cigale Mushaireb,recruitment.doha@banyantree.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Banyan Tree Doha at La Cigale Mushaireb,sent
2026-08-03,Katara Hospitality,info@katarahospitality.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Katara Hospitality,sent
2026-08-03,Aura Group (F&B and Entertainment),careers@auragroup-intl.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Aura Group (F&B and Entertainment),sent
2026-08-03,Al Mana Media (Publicis Groupe affiliate),careers@almanamedia.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Mana Media (Publicis Groupe affiliate),sent
2026-08-03,iHorizons,hr@ihorizons.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in iHorizons,sent
2026-08-03,"Abu Issa Holding (Blue Salon, luxury retail)",jobs@abuissa.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,"Senior Digital Marketing Manager — interest in Abu Issa Holding (Blue Salon, luxury retail)",sent
2026-08-03,Al Meera Consumer Goods,recruitment@almeera.com.qa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Meera Consumer Goods,sent
2026-08-03,Printemps Doha (Doha Oasis),Talents@printempsdoha.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Printemps Doha (Doha Oasis),sent
2026-08-03,Regency Group Holding (Al Asmakh Group),hrd@regencygroupq.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Regency Group Holding (Al Asmakh Group),sent
2026-08-03,Alfardan Properties (Alfardan Group),afp_recruitment@alfardan.com.qa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Alfardan Properties (Alfardan Group),sent
2026-08-03,25 Spaces Real Estate,careers@25spaces.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in 25 Spaces Real Estate,sent
2026-08-03,Doha Quest (Doha Oasis theme park),careers@dohaquest.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Doha Quest (Doha Oasis theme park),sent
2026-08-03,Lusail Circuit Sports Club (Lusail International Circuit),info@lcsc.qa,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Lusail Circuit Sports Club (Lusail International Circuit),sent
2026-08-04,Apex Events,events@apexqatar.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Apex Events,sent
2026-08-04,Safir Hotels & Resorts,jobs@safirhotels.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Safir Hotels & Resorts,sent
2026-08-04,Kout Food Group,info@koutfood.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Kout Food Group,sent
2026-08-04,Alyasra Fashion,careers@alyasra.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Alyasra Fashion,sent
2026-08-04,Boushahri Group,info@boushahrigroup.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Boushahri Group,sent
2026-08-04,Gulf Hotels Group,recruitment@gulfhotelsgroup.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Gulf Hotels Group,sent
2026-08-04,The K Hotel,hiring@thekhotel.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in The K Hotel,sent
2026-08-04,Bahrain Duty Free,careers@bdutyfree.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Bahrain Duty Free,sent
2026-08-04,Hasan Mansouri Group,office@hasanmansouri.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Hasan Mansouri Group,sent
2026-08-04,Fakhro Group,info@fakhro.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Fakhro Group,sent
2026-08-04,Mohammed Jalal & Sons Group,info@jalal.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Mohammed Jalal & Sons Group,sent
2026-08-04,Unisono,info@unisonoagency.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Unisono,sent
2026-08-04,Saud Bahwan Group,sbghrd@sbgoman.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Saud Bahwan Group,sent
2026-08-04,Khimji Ramdas Group,hrd@kr.om,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Khimji Ramdas Group,sent
2026-08-04,W.J. Towell & Co.,info@wjtowell.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in W.J. Towell & Co.,sent
2026-08-04,Muriya Tourism Development (Orascom),career@muriya.om,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Muriya Tourism Development (Orascom),sent
2026-08-04,City Seasons Hotel Muscat,info@cityseasonshotels.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in City Seasons Hotel Muscat,sent
2026-08-05,GCC Marketing,careers@gcc-marketing.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in GCC Marketing,sent
2026-08-05,GPS Marketing Agency,Hr@gpsmarketing.agency,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in GPS Marketing Agency,sent
2026-08-05,Cristal Group (Cristal Hospitality),hra.chad@cristalhospitality.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Cristal Group (Cristal Hospitality),sent
2026-08-05,Verve Management,info@verve-management.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Verve Management,sent
2026-08-05,BinHendi Enterprises,bhcareers@binhendi.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in BinHendi Enterprises,sent
2026-08-05,Jones the Grocer UAE,recruitment-uae@jonesthegrocer.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Jones the Grocer UAE,sent
2026-08-05,The Noodle House,info@thenoodlehouse.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in The Noodle House,sent
2026-08-05,Paramount Hotel Dubai,careers@paramounthotelsdubai.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Paramount Hotel Dubai,sent
2026-08-05,Dubai International Hotel,careers@dihdxb.ae,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Dubai International Hotel,sent
2026-08-05,Max Events Dubai,recruitment.maxeventsdubai@gmail.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Max Events Dubai,sent
2026-08-05,UV Events DXB,queries@uveventsdxb.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in UV Events DXB,sent
2026-08-05,Prism Digital (Prism-ME),sales@prism-me.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Prism Digital (Prism-ME),sent
2026-08-05,Digital Links Pro,hello@digitallinkspro.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Digital Links Pro,sent
2026-08-05,Moonbox,careers@moonbox.ae,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Moonbox,sent
2026-08-05,WGG Advertising Agency,hr@wgg-agency.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in WGG Advertising Agency,sent
2026-08-05,Luxfolio Real Estate,info@luxfoliorealestate.ae,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Luxfolio Real Estate,sent
2026-08-05,"Cravia (Zaatar w Zeit, Cinnabon, Seattle's Best Coffee, Carvel)",careers@cravia.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,"Senior Digital Marketing Manager — interest in Cravia (Zaatar w Zeit, Cinnabon, Seattle's Best Coffee, Carvel)",sent
2026-08-06,Rivoli Group,hr@rivoligroup.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Rivoli Group,sent
2026-08-06,Sunset Hospitality Group,info@sunsethospitality.com,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Sunset Hospitality Group,sent
2026-08-06,Al Islami Foods,careers@alislamifoods.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Al Islami Foods,sent
2026-08-06,Champs Sports Club,recruitment@champs-sportsclub.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Champs Sports Club,sent
2026-08-06,HMH - Hospitality Management Holdings,careers@hmhhospitality.com,hr_director,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in HMH - Hospitality Management Holdings,sent
2026-08-06,United Development Company (UDC / The Pearl-Qatar),marketing@udcqatar.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in United Development Company (UDC / The Pearl-Qatar),sent
2026-08-06,Aamal Company,careers@aamal.com.qa,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Aamal Company,sent
2026-08-06,The Pearl Gates,tpg-careers@gmail.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in The Pearl Gates,sent
2026-08-06,Salam International Investment,hr@salaminternational.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Salam International Investment,sent
2026-08-06,Kuwait Hotels Company,info@khc.com.kw,hiring_manager,CV-03-Hospitality.pdf,Senior Digital Marketing Manager — interest in Kuwait Hotels Company,sent
2026-08-06,One PM Holding (Pret A Manger Kuwait),careers@onepmholding.com,hr_director,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in One PM Holding (Pret A Manger Kuwait),sent
2026-08-06,Fine Foods Catering,info@ffcatering.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Fine Foods Catering,sent
2026-08-06,Deepmark,hello@thedeepmark.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Deepmark,sent
2026-08-06,Almoayyed Creative Agency,info@almoayyedca.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Almoayyed Creative Agency,sent
2026-08-06,Oman Advertising Agency (OmanAd),info@omanad.net,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Oman Advertising Agency (OmanAd),sent
2026-08-06,Trifoil Advertising & Publishing,info@trifoilad.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Trifoil Advertising & Publishing,sent
2026-08-06,BrandOne,mail@brandone-oman.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in BrandOne,sent
2026-08-07,Poixel,info@poixel.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Poixel,sent
2026-08-07,Ghaliah,info@ghaliah.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Ghaliah,sent
2026-08-07,Smart Target,hello@smarttargetkwt.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Smart Target,sent
2026-08-07,Bowaba,hello@bowaba.com,hiring_manager,CV-08-Generic-Senior-Marketing.pdf,Senior Digital Marketing Manager — interest in Bowaba,sent
